TimeStep	MeanReturn	BestMeanReturn	Episodes	Exploration	LearningRate	Time
4580000	-15.31	-14.57	7134	0.019449999999999995	5.525e-05	179.14329342842103
4590000	-15.45	-14.57	7147	0.019225000000000006	5.5125000000000005e-05	179.54307701587678
4600000	-15.22	-14.57	7159	0.01899999999999999	5.5e-05	179.9419283827146
4610000	-15.2	-14.57	7171	0.018775	5.4875000000000006e-05	180.34131546417873
4620000	-15.02	-14.57	7183	0.018549999999999997	5.475e-05	180.74072557290395
4630000	-14.83	-14.57	7194	0.018324999999999994	5.4625000000000006e-05	181.14057476520537
4640000	-14.77	-14.57	7206	0.01809999999999999	5.45e-05	181.5435041109721
4650000	-14.64	-14.57	7218	0.017875000000000002	5.437500000000001e-05	181.94544690847397
4660000	-14.57	-14.54	7230	0.01765	5.4250000000000004e-05	182.3469832062721
4670000	-14.67	-14.54	7242	0.017424999999999996	5.4125e-05	182.73899248838424
4680000	-14.58	-14.48	7253	0.017199999999999993	5.4e-05	183.11555258830387
4690000	-14.76	-14.48	7265	0.01697499999999999	5.3875e-05	183.51643957297009
4700000	-14.91	-14.48	7278	0.016749999999999987	5.375e-05	183.91732854843139
4710000	-15.34	-14.48	7290	0.016524999999999998	5.3625e-05	184.31756927172344
4720000	-15.48	-14.48	7302	0.016299999999999995	5.35e-05	184.71637321710585
4730000	-15.68	-14.48	7315	0.016074999999999992	5.3375e-05	185.11651120583215
4740000	-15.79	-14.48	7327	0.01584999999999999	5.325e-05	185.51618297894797
4750000	-15.64	-14.48	7339	0.015625	5.3125000000000004e-05	185.91525472799938
4760000	-15.64	-14.48	7351	0.015399999999999997	5.300000000000001e-05	186.31469077269236
4770000	-15.43	-14.48	7362	0.015174999999999994	5.2875000000000005e-05	186.71408550341923
4780000	-15.49	-14.48	7374	0.014950000000000005	5.275000000000001e-05	187.11285927295685
4790000	-15.63	-14.48	7387	0.014724999999999988	5.2625000000000005e-05	187.51305948495866
4800000	-15.63	-14.48	7399	0.014499999999999999	5.25e-05	187.91573821703594
4810000	-15.56	-14.48	7412	0.014274999999999996	5.2375e-05	188.31698159774143
4820000	-15.53	-14.48	7425	0.014049999999999993	5.225e-05	188.7191193183263
4830000	-15.53	-14.48	7436	0.01382499999999999	5.2125e-05	189.12014462550482
4840000	-15.72	-14.48	7450	0.013600000000000001	5.2000000000000004e-05	189.52221085627875
4850000	-15.51	-14.48	7460	0.013374999999999998	5.1875e-05	189.92327247063318
4860000	-15.34	-14.48	7472	0.013149999999999995	5.1750000000000004e-05	190.32485189040503
4870000	-15.0	-14.48	7485	0.012924999999999992	5.1625e-05	190.71740212837855
4880000	-14.86	-14.48	7496	0.012700000000000003	5.1500000000000005e-05	191.11849465767543
4890000	-14.64	-14.48	7509	0.012474999999999986	5.1375e-05	191.5211666782697
4900000	-14.86	-14.48	7521	0.012249999999999997	5.1250000000000006e-05	191.92224929332733
4910000	-14.65	-14.48	7532	0.012024999999999994	5.1125e-05	192.31920259396236
4920000	-14.41	-14.4	7544	0.011799999999999991	5.1000000000000006e-05	192.71861283779145
4930000	-14.75	-14.35	7557	0.011574999999999988	5.0875e-05	193.1186631480853
4940000	-14.91	-14.35	7569	0.011349999999999999	5.075e-05	193.50116153558096
4950000	-14.94	-14.35	7581	0.011124999999999996	5.0625e-05	193.89878737926483
4960000	-14.8	-14.35	7592	0.010899999999999993	5.05e-05	194.29968424638113
4970000	-14.83	-14.35	7604	0.01067499999999999	5.0375e-05	194.7015396396319
4980000	-14.87	-14.35	7617	0.010450000000000001	5.025e-05	195.10257313251495
4990000	-14.88	-14.35	7629	0.010224999999999984	5.0125e-05	195.50435191392899
5000000	-15.1	-14.35	7641	0.01	5e-05	195.90703466335933
5010000	-15.04	-14.35	7652	0.01	5e-05	196.30756527582804
5020000	-15.02	-14.35	7664	0.01	5e-05	196.70704675118128
5030000	-14.99	-14.35	7676	0.01	5e-05	197.10643464724222
5040000	-14.95	-14.35	7688	0.01	5e-05	197.5072804093361
5050000	-15.01	-14.35	7699	0.01	5e-05	197.90794206062952
5060000	-15.14	-14.35	7712	0.01	5e-05	198.3103084842364
5070000	-15.06	-14.35	7723	0.01	5e-05	198.71109616359075
5080000	-15.02	-14.35	7735	0.01	5e-05	199.11041847864786
5090000	-15.27	-14.35	7747	0.01	5e-05	199.50937392314276
5100000	-15.29	-14.35	7759	0.01	5e-05	199.91058294375736
5110000	-15.26	-14.35	7770	0.01	5e-05	200.31329256296158
5120000	-15.4	-14.35	7783	0.01	5e-05	200.71504789590836
5130000	-15.25	-14.35	7793	0.01	5e-05	201.11408955256144
5140000	-15.04	-14.35	7804	0.01	5e-05	201.512075595061
5150000	-15.05	-14.35	7816	0.01	5e-05	201.91096807320912
5160000	-14.83	-14.35	7828	0.01	5e-05	202.3121256550153
5170000	-14.7	-14.35	7840	0.01	5e-05	202.71130587657294
5180000	-14.51	-14.35	7852	0.01	5e-05	203.11073432366052
5190000	-14.31	-14.31	7863	0.01	5e-05	203.512264919281
5200000	-14.42	-14.31	7875	0.01	5e-05	203.91340506076813
5210000	-14.17	-14.17	7887	0.01	5e-05	204.315074412028
5220000	-14.38	-14.13	7898	0.01	5e-05	204.71669433514276
5230000	-14.57	-14.13	7911	0.01	5e-05	205.1177006006241
5240000	-14.75	-14.13	7923	0.01	5e-05	205.50927005608875
5250000	-14.55	-14.13	7934	0.01	5e-05	205.91170668204626
5260000	-14.55	-14.13	7945	0.01	5e-05	206.3131135026614
5270000	-14.68	-14.13	7957	0.01	5e-05	206.71602632204693
5280000	-14.57	-14.13	7968	0.01	5e-05	207.1180031021436
5290000	-14.39	-14.13	7980	0.01	5e-05	207.50650905768077
5300000	-14.48	-14.13	7991	0.01	5e-05	207.90522164503733
5310000	-14.62	-14.13	8003	0.01	5e-05	208.32653978268306
5320000	-14.41	-14.13	8014	0.01	5e-05	208.7271871248881
5330000	-14.43	-14.13	8026	0.01	5e-05	209.12063405911127
5340000	-14.84	-14.13	8038	0.01	5e-05	209.52165855566662
5350000	-14.79	-14.13	8050	0.01	5e-05	209.9251931468646
5360000	-14.61	-14.13	8060	0.01	5e-05	210.32668170928955
5370000	-14.62	-14.13	8072	0.01	5e-05	210.71865015427272
5380000	-14.82	-14.13	8083	0.01	5e-05	211.0972776810328
5390000	-14.75	-14.13	8095	0.01	5e-05	211.4757656176885
5400000	-14.78	-14.13	8106	0.01	5e-05	211.87245084047316
5410000	-14.7	-14.13	8118	0.01	5e-05	212.27492740948995
5420000	-14.34	-14.13	8129	0.01	5e-05	212.675044520696
5430000	-13.92	-13.92	8140	0.01	5e-05	213.07228802045185
5440000	-13.88	-13.82	8152	0.01	5e-05	213.4757112344106
5450000	-13.85	-13.82	8163	0.01	5e-05	213.87872052590052
5460000	-13.83	-13.79	8174	0.01	5e-05	214.2808811267217
5470000	-13.81	-13.72	8186	0.01	5e-05	214.68162769079208
5480000	-13.8	-13.72	8198	0.01	5e-05	215.07374744415284
5490000	-13.8	-13.72	8210	0.01	5e-05	215.45901185274124
5500000	-13.86	-13.72	8221	0.01	5e-05	215.83733465274176
5510000	-14.16	-13.72	8233	0.01	5e-05	216.2163084626198
5520000	-14.41	-13.72	8246	0.01	5e-05	216.59458254178364
5530000	-14.6	-13.72	8258	0.01	5e-05	216.97313350439072
5540000	-14.69	-13.72	8269	0.01	5e-05	217.36839332183203
5550000	-14.68	-13.72	8281	0.01	5e-05	217.76845856110256
5560000	-14.67	-13.72	8293	0.01	5e-05	218.16967256863913
5570000	-14.78	-13.72	8304	0.01	5e-05	218.57058863242466
5580000	-14.74	-13.72	8315	0.01	5e-05	218.97151868740718
5590000	-14.69	-13.72	8328	0.01	5e-05	219.37325783173245
5600000	-14.87	-13.72	8341	0.01	5e-05	219.77312450408937
5610000	-14.69	-13.72	8352	0.01	5e-05	220.1734769543012
5620000	-14.56	-13.72	8363	0.01	5e-05	220.57812046209972
5630000	-14.62	-13.72	8375	0.01	5e-05	220.97995636463165
5640000	-14.22	-13.72	8385	0.01	5e-05	221.38195785681407
5650000	-14.15	-13.72	8396	0.01	5e-05	221.78144955237707
5660000	-14.32	-13.72	8409	0.01	5e-05	222.18358680407206
5670000	-14.69	-13.72	8422	0.01	5e-05	222.58660134474437
5680000	-14.6	-13.72	8435	0.01	5e-05	222.98932915131252
5690000	-14.8	-13.72	8447	0.01	5e-05	223.39230878353118
5700000	-14.85	-13.72	8459	0.01	5e-05	223.7946928222974
5710000	-14.96	-13.72	8471	0.01	5e-05	224.19865735769272
5720000	-15.06	-13.72	8483	0.01	5e-05	224.6022079348564
5730000	-15.09	-13.72	8494	0.01	5e-05	225.00468864043555
5740000	-15.3	-13.72	8506	0.01	5e-05	225.40512628952663
5750000	-15.34	-13.72	8519	0.01	5e-05	225.79315042893091
5760000	-15.04	-13.72	8530	0.01	5e-05	226.1712972442309
5770000	-14.92	-13.72	8543	0.01	5e-05	226.55005564689637
5780000	-14.97	-13.72	8555	0.01	5e-05	226.92831780910493
5790000	-14.8	-13.72	8567	0.01	5e-05	227.3066310008367
5800000	-14.65	-13.72	8578	0.01	5e-05	227.68549610773724
5810000	-14.67	-13.72	8590	0.01	5e-05	228.0641342361768
5820000	-14.65	-13.72	8602	0.01	5e-05	228.44582711458207
5830000	-14.33	-13.72	8614	0.01	5e-05	228.8481136838595
5840000	-14.35	-13.72	8625	0.01	5e-05	229.2485333244006
5850000	-14.44	-13.72	8637	0.01	5e-05	229.6267452041308
5860000	-14.41	-13.72	8649	0.01	5e-05	230.00595871607462
5870000	-14.5	-13.72	8661	0.01	5e-05	230.40427606105806
5880000	-14.47	-13.72	8673	0.01	5e-05	230.79163062969843
5890000	-14.48	-13.72	8684	0.01	5e-05	231.1697315255801
5900000	-14.45	-13.72	8695	0.01	5e-05	231.54775141477586
5910000	-14.16	-13.72	8706	0.01	5e-05	231.9261830528577
5920000	-14.04	-13.72	8717	0.01	5e-05	232.30483904282252
5930000	-14.1	-13.72	8729	0.01	5e-05	232.70774366855622
5940000	-14.04	-13.72	8741	0.01	5e-05	233.11091054280598
5950000	-14.24	-13.72	8754	0.01	5e-05	233.51318594614665
5960000	-14.48	-13.72	8766	0.01	5e-05	233.91568481524786
5970000	-14.58	-13.72	8778	0.01	5e-05	234.31728395620982
5980000	-14.57	-13.72	8790	0.01	5e-05	234.71862773895265
5990000	-14.71	-13.72	8802	0.01	5e-05	235.12000162998837
6000000	-14.85	-13.72	8813	0.01	5e-05	235.52214886744818
6010000	-14.89	-13.72	8825	0.01	5e-05	235.92471400896707
6020000	-14.63	-13.72	8837	0.01	5e-05	236.32677258650463
6030000	-14.51	-13.72	8849	0.01	5e-05	236.72508271535239
6040000	-14.3	-13.72	8861	0.01	5e-05	237.1442832907041
6050000	-14.01	-13.72	8872	0.01	5e-05	237.54588714838027
6060000	-13.95	-13.72	8883	0.01	5e-05	237.94708536863328
6070000	-13.68	-13.68	8894	0.01	5e-05	238.3476848721504
6080000	-13.95	-13.65	8907	0.01	5e-05	238.74731266498566
6090000	-14.04	-13.65	8918	0.01	5e-05	239.14689053297042
6100000	-14.07	-13.65	8930	0.01	5e-05	239.54672383069993
6110000	-14.33	-13.65	8943	0.01	5e-05	239.94585371017456
6120000	-14.46	-13.65	8955	0.01	5e-05	240.33092438379924
6130000	-15.03	-13.65	8968	0.01	5e-05	240.73024779955546
6140000	-15.05	-13.65	8979	0.01	5e-05	241.1104054848353
6150000	-15.62	-13.65	8992	0.01	5e-05	241.4882604956627
6160000	-15.54	-13.65	9005	0.01	5e-05	241.89374060630797
6170000	-15.64	-13.65	9017	0.01	5e-05	242.29189836184185
6180000	-15.5	-13.65	9028	0.01	5e-05	242.69347684780757
6190000	-15.17	-13.65	9040	0.01	5e-05	243.09194481770197
6200000	-14.99	-13.65	9051	0.01	5e-05	243.4910502910614
6210000	-14.93	-13.65	9063	0.01	5e-05	243.89164496262867
6220000	-15.13	-13.65	9077	0.01	5e-05	244.2907580256462
6230000	-14.81	-13.65	9089	0.01	5e-05	244.68995547294617
6240000	-14.76	-13.65	9101	0.01	5e-05	245.09051961104075
6250000	-14.72	-13.65	9113	0.01	5e-05	245.48991298278173
6260000	-15.01	-13.65	9127	0.01	5e-05	245.88939812580745
6270000	-15.06	-13.65	9139	0.01	5e-05	246.28885087966918
6280000	-15.19	-13.65	9150	0.01	5e-05	246.68936061064403
6290000	-15.25	-13.65	9162	0.01	5e-05	247.07976673841478
6300000	-14.97	-13.65	9174	0.01	5e-05	247.4811639348666
6310000	-15.0	-13.65	9185	0.01	5e-05	247.8811453104019
6320000	-15.06	-13.65	9198	0.01	5e-05	248.28183519442877
6330000	-15.38	-13.65	9210	0.01	5e-05	248.68015038967133
6340000	-15.34	-13.65	9222	0.01	5e-05	249.07971765200298
6350000	-15.1	-13.65	9234	0.01	5e-05	249.48145560423532
6360000	-15.52	-13.65	9246	0.01	5e-05	249.88285063902538
6370000	-15.45	-13.65	9258	0.01	5e-05	250.27913640340168
6380000	-15.2	-13.65	9269	0.01	5e-05	250.67138086954753
6390000	-15.28	-13.65	9281	0.01	5e-05	251.07027165492374
6400000	-15.22	-13.65	9293	0.01	5e-05	251.46913383801777
6410000	-14.92	-13.65	9304	0.01	5e-05	251.85960744222004
6420000	-14.66	-13.65	9315	0.01	5e-05	252.25955057144165
6430000	-14.51	-13.65	9326	0.01	5e-05	252.65942742029827
6440000	-14.79	-13.65	9339	0.01	5e-05	253.05976012150447
6450000	-14.86	-13.65	9350	0.01	5e-05	253.45826128323873
6460000	-14.92	-13.65	9363	0.01	5e-05	253.86016151507695
6470000	-14.9	-13.65	9374	0.01	5e-05	254.2409472624461
6480000	-14.65	-13.65	9385	0.01	5e-05	254.62199775377908
6490000	-14.62	-13.65	9396	0.01	5e-05	255.00037478605907
6500000	-15.01	-13.65	9408	0.01	5e-05	255.39273322820662
6510000	-14.94	-13.65	9420	0.01	5e-05	255.7872601389885
6520000	-14.99	-13.65	9432	0.01	5e-05	256.18742591142654
6530000	-14.94	-13.65	9444	0.01	5e-05	256.58762328624726
6540000	-14.83	-13.65	9454	0.01	5e-05	256.9850072860718
6550000	-14.44	-13.65	9466	0.01	5e-05	257.3838941415151
6560000	-14.65	-13.65	9478	0.01	5e-05	257.78241550127666
6570000	-14.69	-13.65	9489	0.01	5e-05	258.17805355389913
6580000	-14.77	-13.65	9501	0.01	5e-05	258.57906291484835
6590000	-14.61	-13.65	9513	0.01	5e-05	258.9804209589958
6600000	-14.4	-13.65	9524	0.01	5e-05	259.37322302261987
6610000	-14.25	-13.65	9535	0.01	5e-05	259.75343503157296
6620000	-13.98	-13.65	9546	0.01	5e-05	260.1300700743993
6630000	-14.16	-13.65	9558	0.01	5e-05	260.52102108796436
6640000	-14.36	-13.65	9570	0.01	5e-05	260.9217771649361
6650000	-14.15	-13.65	9581	0.01	5e-05	261.3214485406876
6660000	-14.28	-13.65	9594	0.01	5e-05	261.7241731961568
6670000	-14.41	-13.65	9606	0.01	5e-05	262.1249339501063
6680000	-14.47	-13.65	9618	0.01	5e-05	262.5260955810547
6690000	-14.66	-13.65	9630	0.01	5e-05	262.92792883316673
6700000	-14.79	-13.65	9642	0.01	5e-05	263.3255843838056
6710000	-14.68	-13.65	9653	0.01	5e-05	263.70895589987435
6720000	-14.61	-13.65	9665	0.01	5e-05	264.0923574646314
6730000	-14.41	-13.65	9675	0.01	5e-05	264.4948765118917
6740000	-14.28	-13.65	9687	0.01	5e-05	264.8840854605039
6750000	-13.96	-13.65	9699	0.01	5e-05	265.28495175441105
6760000	-13.93	-13.65	9711	0.01	5e-05	265.6877940416336
6770000	-14.11	-13.65	9723	0.01	5e-05	266.08840919733046
6780000	-13.95	-13.65	9735	0.01	5e-05	266.48033238252003
6790000	-14.04	-13.65	9747	0.01	5e-05	266.8810647726059
6800000	-14.06	-13.65	9758	0.01	5e-05	267.27383629083636
6810000	-14.17	-13.65	9770	0.01	5e-05	267.650974269708
6820000	-14.47	-13.65	9782	0.01	5e-05	268.0286599477132
6830000	-14.42	-13.65	9793	0.01	5e-05	268.40998897949856
6840000	-14.28	-13.65	9804	0.01	5e-05	268.81104268630344
6850000	-14.3	-13.65	9815	0.01	5e-05	269.21172153552374
6860000	-14.3	-13.65	9827	0.01	5e-05	269.61409883499147
6870000	-14.35	-13.65	9840	0.01	5e-05	270.0157080332438
6880000	-14.17	-13.65	9852	0.01	5e-05	270.41712305148445
6890000	-14.53	-13.65	9866	0.01	5e-05	270.81819215615593
6900000	-14.34	-13.65	9878	0.01	5e-05	271.21993845303854
6910000	-14.36	-13.65	9889	0.01	5e-05	271.61815279722214
6920000	-14.52	-13.65	9901	0.01	5e-05	272.00342117150626
6930000	-14.48	-13.65	9912	0.01	5e-05	272.4035906712214
6940000	-14.43	-13.65	9923	0.01	5e-05	272.7802735368411
6950000	-14.49	-13.65	9935	0.01	5e-05	273.15742154916126
6960000	-14.55	-13.65	9947	0.01	5e-05	273.53398240009943
6970000	-14.52	-13.65	9960	0.01	5e-05	273.9119354367256
6980000	-14.91	-13.65	9973	0.01	5e-05	274.3057956298192
6990000	-14.86	-13.65	9985	0.01	5e-05	274.7077552040418
7000000	-14.85	-13.65	9997	0.01	5e-05	275.09984240531924
7010000	-15.01	-13.65	10009	0.01	5e-05	275.5119041244189
7020000	-15.26	-13.65	10021	0.01	5e-05	275.8880810022354
7030000	-15.23	-13.65	10034	0.01	5e-05	276.2646531701088
7040000	-14.98	-13.65	10045	0.01	5e-05	276.6421326160431
7050000	-14.85	-13.65	10058	0.01	5e-05	277.0318862080574
7060000	-14.64	-13.65	10069	0.01	5e-05	277.43567111492155
7070000	-14.34	-13.65	10081	0.01	5e-05	277.8382427771886
7080000	-14.24	-13.65	10093	0.01	5e-05	278.23839149872464
7090000	-14.14	-13.65	10106	0.01	5e-05	278.6391579826673
7100000	-14.18	-13.65	10118	0.01	5e-05	279.0393714547157
7110000	-14.27	-13.65	10130	0.01	5e-05	279.44118018945056
7120000	-14.08	-13.65	10141	0.01	5e-05	279.8416180451711
7130000	-13.94	-13.65	10153	0.01	5e-05	280.2416782418887
7140000	-14.08	-13.65	10165	0.01	5e-05	280.6219114144643
7150000	-14.1	-13.65	10177	0.01	5e-05	280.9996491154035
7160000	-14.39	-13.65	10189	0.01	5e-05	281.3773988008499
7170000	-14.4	-13.65	10201	0.01	5e-05	281.7544242143631
7180000	-14.27	-13.65	10214	0.01	5e-05	282.13183520237607
7190000	-14.13	-13.65	10226	0.01	5e-05	282.5232982198397
7200000	-14.32	-13.65	10239	0.01	5e-05	282.9251389503479
7210000	-14.4	-13.65	10251	0.01	5e-05	283.32639124790825
7220000	-14.68	-13.65	10266	0.01	5e-05	283.72727973858514
7230000	-14.75	-13.65	10279	0.01	5e-05	284.1264988938967
7240000	-14.64	-13.65	10293	0.01	5e-05	284.525987025102
7250000	-14.89	-13.65	10307	0.01	5e-05	284.92431600491204
7260000	-14.94	-13.65	10320	0.01	5e-05	285.3228331128756
7270000	-15.11	-13.65	10333	0.01	5e-05	285.72311708927157
7280000	-15.19	-13.65	10347	0.01	5e-05	286.1259794751803
7290000	-15.13	-13.65	10361	0.01	5e-05	286.50393133163453
7300000	-15.06	-13.65	10373	0.01	5e-05	286.88370133241017
7310000	-14.98	-13.65	10386	0.01	5e-05	287.2617500782013
7320000	-14.79	-13.65	10397	0.01	5e-05	287.6396287004153
7330000	-14.62	-13.65	10410	0.01	5e-05	288.01828596989316
7340000	-14.63	-13.65	10421	0.01	5e-05	288.39671989679334
7350000	-14.35	-13.65	10434	0.01	5e-05	288.7748038729032
7360000	-14.4	-13.65	10446	0.01	5e-05	289.1527065952619
7370000	-14.28	-13.65	10458	0.01	5e-05	289.5505181590716
7380000	-14.29	-13.65	10471	0.01	5e-05	289.94291056394576
7390000	-14.5	-13.65	10483	0.01	5e-05	290.34327667156856
7400000	-14.34	-13.65	10495	0.01	5e-05	290.7443790634473
7410000	-14.25	-13.65	10507	0.01	5e-05	291.14574526548387
7420000	-14.51	-13.65	10519	0.01	5e-05	291.5459667801857
7430000	-14.63	-13.65	10531	0.01	5e-05	291.94920231103896
7440000	-14.44	-13.65	10543	0.01	5e-05	292.3266759872437
7450000	-14.39	-13.65	10555	0.01	5e-05	292.7048919479052
7460000	-14.13	-13.65	10567	0.01	5e-05	293.0834454615911
7470000	-14.16	-13.65	10580	0.01	5e-05	293.46161130666735
7480000	-14.01	-13.65	10592	0.01	5e-05	293.8431084871292
7490000	-14.08	-13.65	10604	0.01	5e-05	294.24638642072676
7500000	-13.78	-13.65	10617	0.01	5e-05	294.6293549021085
7510000	-13.54	-13.48	10629	0.01	5e-05	295.0065092563629
7520000	-13.25	-13.16	10642	0.01	5e-05	295.4014416654905
7530000	-13.04	-13.04	10656	0.01	5e-05	295.78973507881165
7540000	-12.93	-12.87	10670	0.01	5e-05	296.17238431771597
7550000	-12.79	-12.75	10684	0.01	5e-05	296.5705954670906
7560000	-12.69	-12.65	10698	0.01	5e-05	296.9713021715482
7570000	-12.58	-12.57	10712	0.01	5e-05	297.3713235338529
7580000	-12.68	-12.57	10726	0.01	5e-05	297.74842196305593
7590000	-12.76	-12.57	10739	0.01	5e-05	298.12560439507166
7600000	-12.55	-12.55	10753	0.01	5e-05	298.50335899194084
7610000	-12.78	-12.55	10767	0.01	5e-05	298.8820435365041
7620000	-12.59	-12.55	10780	0.01	5e-05	299.2592183073362
7630000	-12.5	-12.5	10794	0.01	5e-05	299.6366140643756
7640000	-12.28	-12.26	10807	0.01	5e-05	300.01330248912177
7650000	-12.06	-12.06	10820	0.01	5e-05	300.38986567258837
7660000	-12.04	-11.9	10834	0.01	5e-05	300.79017886718117
7670000	-12.29	-11.9	10847	0.01	5e-05	301.19371160666145
7680000	-11.87	-11.87	10861	0.01	5e-05	301.58038864135744
7690000	-11.86	-11.67	10874	0.01	5e-05	301.9733998298645
7700000	-12.08	-11.67	10888	0.01	5e-05	302.37769964138664
7710000	-12.49	-11.67	10902	0.01	5e-05	302.7789891242981
7720000	-12.49	-11.67	10916	0.01	5e-05	303.18147512276965
7730000	-12.79	-11.67	10931	0.01	5e-05	303.5802155971527
7740000	-12.83	-11.67	10944	0.01	5e-05	303.98243095874784
7750000	-12.9	-11.67	10958	0.01	5e-05	304.359907078743
7760000	-12.94	-11.67	10970	0.01	5e-05	304.750177137057
7770000	-12.95	-11.67	10985	0.01	5e-05	305.1306470076243
7780000	-12.72	-11.67	10998	0.01	5e-05	305.52896212736766
7790000	-13.01	-11.67	11012	0.01	5e-05	305.93034362395605
7800000	-12.76	-11.67	11024	0.01	5e-05	306.33232326110203
7810000	-12.34	-11.67	11036	0.01	5e-05	306.73671710888544
7820000	-12.62	-11.67	11051	0.01	5e-05	307.13636358181634
7830000	-12.71	-11.67	11064	0.01	5e-05	307.5376058737437
7840000	-12.72	-11.67	11077	0.01	5e-05	307.93842743237815
7850000	-12.3	-11.67	11089	0.01	5e-05	308.31553321679434
7860000	-12.29	-11.67	11103	0.01	5e-05	308.6928993662198
7870000	-12.51	-11.67	11117	0.01	5e-05	309.0702918529511
7880000	-12.92	-11.67	11131	0.01	5e-05	309.447671465079
7890000	-12.53	-11.67	11143	0.01	5e-05	309.82444818814594
7900000	-12.41	-11.67	11158	0.01	5e-05	310.2029617150625
7910000	-12.5	-11.67	11172	0.01	5e-05	310.5936541755994
7920000	-12.73	-11.67	11186	0.01	5e-05	310.9936139980952
7930000	-12.63	-11.67	11199	0.01	5e-05	311.394307911396
7940000	-12.6	-11.67	11213	0.01	5e-05	311.77930879592896
7950000	-12.59	-11.67	11226	0.01	5e-05	312.15729300578437
7960000	-12.96	-11.67	11241	0.01	5e-05	312.53650192817054
7970000	-12.92	-11.67	11255	0.01	5e-05	312.914217142264
7980000	-12.82	-11.67	11268	0.01	5e-05	313.3059111436208
7990000	-12.71	-11.67	11281	0.01	5e-05	313.70731184482577
8000000	-12.61	-11.67	11294	0.01	5e-05	314.1091460545858
8010000	-12.59	-11.67	11308	0.01	5e-05	314.5104745308558
8020000	-12.39	-11.67	11321	0.01	5e-05	314.9117226163546
8030000	-12.26	-11.67	11334	0.01	5e-05	315.29624754190445
8040000	-12.24	-11.67	11348	0.01	5e-05	315.6988988320033
8050000	-12.28	-11.67	11363	0.01	5e-05	316.10446092685066
8060000	-12.58	-11.67	11376	0.01	5e-05	316.51169313987094
