StdReturn	EpLenMean
7.7487273	14.955223880597014
17.76844	26.57894736842105
16.679855	40.32
32.507786	55.72222222222222
46.73594	91.45454545454545
42.665916	93.72727272727273
38.439686	126.125
32.927254	153.71428571428572
41.69569	161.57142857142858
41.48223	156.71428571428572
30.559595	186.33333333333334
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
0.0	200.0
