Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
12.24298357963562	0	-3.7515302	4.033254	15.180614	-12.602223	16.704918032786885	4.8429237284085955	1019	1019
13.083391427993774	1	-10.055431	2.8287933	-2.4270763	-15.807896	13.012987012987013	2.2360302630987974	1002	2021
13.866560697555542	2	-13.4283495	2.052557	-6.881227	-17.896166	12.935897435897436	1.9238032816282649	1009	3030
14.651007175445557	3	-14.618532	1.7934741	-10.4729	-18.972084	12.746835443037975	1.767987874624637	1007	4037
15.434508323669434	4	-15.828973	1.7614849	-7.7092957	-20.744907	12.923076923076923	1.9266633224788925	1008	5045
16.1722514629364	5	-16.889418	1.8873588	-13.539839	-21.400183	13.197368421052632	2.2361841137486236	1003	6048
16.935093641281128	6	-18.788664	1.8251102	-13.894287	-21.777735	14.154929577464788	2.910146830059517	1005	7053
17.733731746673584	7	-19.750586	1.9323963	-15.596456	-24.082909	14.485714285714286	3.174644444176194	1014	8067
18.53852915763855	8	-20.670202	2.025629	-16.16174	-23.734627	14.169014084507042	3.188826953258799	1006	9073
19.34631872177124	9	-22.081316	1.5932746	-17.548674	-24.852013	13.289473684210526	2.501661497746543	1010	10083
