StdReturn	EpLenMean
4.9535923	8.338842975206612
2.1973755	5.427027027027027
1.3658057	4.360869565217391
1.1540242	3.91015625
0.9364958	3.5441696113074204
0.8529045	3.3966101694915256
0.7879113	3.1608832807570977
0.73299235	2.994029850746269
0.6036688	2.672
0.5514194	2.48019801980198
0.5061058	2.3117782909930717
0.39304107	2.16414686825054
0.2879872	2.0574948665297743
0.14740555	2.022222222222222
0.0	2.0
0.044676613	2.002
0.0	2.0
0.0	2.0
0.0	2.0
0.0	2.0
