Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.9495954513549805	0	20.836735	10.180708	51.0	9.0	20.836734693877553	10.180707923694298	1021	1021
1.3562755584716797	1	26.125	14.498599	77.0	11.0	26.125	14.498599070255029	1045	2066
1.7218759059906006	2	33.7	16.737484	86.0	12.0	33.7	16.73748288522899	1011	3077
2.0624961853027344	3	40.56	16.20637	79.0	15.0	40.56	16.206369118343563	1014	4091
2.3987483978271484	4	40.56	11.437062	76.0	22.0	40.56	11.437062559940816	1014	5105
2.811182737350464	5	50.25	22.638187	85.0	24.0	50.25	22.638186764844924	1005	6110
3.214590311050415	6	48.142857	20.487593	106.0	24.0	48.142857142857146	20.487593723974502	1011	7121
3.6043691635131836	7	48.285713	19.73429	90.0	23.0	48.285714285714285	19.73428936827339	1014	8135
3.9616379737854004	8	60.17647	22.434834	113.0	34.0	60.1764705882353	22.43483450591866	1023	9158
4.334527015686035	9	61.235294	27.626776	136.0	25.0	61.23529411764706	27.6267760392931	1041	10199
4.761470079421997	10	50.3	15.925137	74.0	24.0	50.3	15.92513736204495	1006	11205
5.179867506027222	11	51.4	17.579533	94.0	28.0	51.4	17.579533554676583	1028	12233
5.502117156982422	12	60.058823	23.324995	125.0	33.0	60.05882352941177	23.324994390605955	1021	13254
5.8811070919036865	13	55.833332	16.176971	98.0	35.0	55.833333333333336	16.176972660063576	1005	14259
6.252039194107056	14	82.84615	31.777702	142.0	39.0	82.84615384615384	31.777704215488892	1077	15336
6.620914936065674	15	63.125	18.397945	99.0	39.0	63.125	18.397944858054117	1010	16346
6.983260869979858	16	69.4	20.388885	114.0	39.0	69.4	20.388885861337954	1041	17387
7.323704481124878	17	63.125	29.542078	134.0	33.0	63.125	29.542078041329457	1010	18397
7.726163864135742	18	69.6	21.077	114.0	42.0	69.6	21.077001684300356	1044	19441
8.116405487060547	19	60.294117	16.861948	102.0	37.0	60.294117647058826	16.861947085540592	1025	20466
8.489643812179565	20	63.375	17.553045	95.0	39.0	63.375	17.553044607702677	1014	21480
8.84858775138855	21	72.666664	26.264467	113.0	29.0	72.66666666666667	26.264466912964785	1090	22570
9.191210985183716	22	67.73333	27.34829	157.0	38.0	67.73333333333333	27.34828859158995	1016	23586
9.52846622467041	23	65.125	19.156836	104.0	37.0	65.125	19.156836247146867	1042	24628
9.938324928283691	24	64.75	23.209642	118.0	38.0	64.75	23.209642392764263	1036	25664
